Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
NFL GameDay 2003,2004.0,Unknown,0.2,0.15,0.0,0.05,0.4,100.0,,100.0,PS2,Sports,7.095746749363083
Blazing Dragons,1996.0,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,100.0,,100.0,PS,Adventure,7.1521496281844605
Dance Central 2,2011.0,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04,100.0,,100.0,X360,Misc,7.527539563355833
Hanayori Danshi: Koi Seyo Onago,2008.0,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Adventure,7.222991266155452
AMF Bowling 2004,2003.0,Mud Duck Productions,0.22,0.06,0.0,0.01,0.3,100.0,,100.0,XB,Sports,7.714403460782215
Percy Jackson and the Olympians: The Lightning Thief,2010.0,Activision,0.22,0.01,0.0,0.02,0.25,100.0,,100.0,DS,Role-Playing,7.149746494398741
The Legend of Heroes II: Prophecy of the Moonlight Witch,2004.0,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,100.0,,100.0,PSP,Role-Playing,7.370058339443202
Ready 2 Rumble Boxing,1998.0,Midway Games,0.6,0.41,0.0,0.07,1.08,100.0,,100.0,PS,Sports,7.3
Macross Digital Mission VF-X,1997.0,Namco Bandai Games,0.0,0.0,0.28,0.02,0.3,100.0,,100.0,PS,Simulation,7.397450534013925
The Final Fantasy Legend,1989.0,SquareSoft,0.0,0.0,1.1,0.0,1.1,100.0,,100.0,GB,Role-Playing,6.650384461016304
My Baby Boy,2008.0,Nobilis,0.3,0.02,0.0,0.03,0.34,100.0,,100.0,DS,Simulation,6.952228029311415
Conflict: Desert Storm II - Back to Bagdhad,2003.0,SCi,0.38,0.29,0.0,0.1,0.77,100.0,,100.0,PS2,Shooter,6.918649409233178
PGA Tour 96,1995.0,Electronic Arts,0.13,0.09,0.0,0.02,0.24,100.0,,100.0,PS,Sports,6.413250088485273
NFL Blitz 2000,1998.0,Midway Games,0.6,0.41,0.0,0.07,1.09,100.0,,100.0,PS,Sports,8.6
Harvest Moon DS: Island of Happiness,2007.0,Rising Star Games,0.44,0.01,0.25,0.04,0.74,100.0,,100.0,DS,Simulation,7.721591338219237
Dragon Ball GT: Game Boy Advance Video Volume 1,2004.0,,0.12,0.05,0.0,0.0,0.17,100.0,,100.0,GBA,Misc,6.679354156860647
Henry Hatsworth in the Puzzling Adventure,2009.0,Electronic Arts,0.08,0.01,0.0,0.01,0.09,100.0,,100.0,DS,Puzzle,6.55789001897254
Star Wars: Jedi Starfighter,2002.0,Activision,0.24,0.19,0.0,0.06,0.5,100.0,,100.0,PS2,Simulation,6.882978852065472
Jikkyou Powerful Pro Yakyuu Portable 4,2009.0,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,100.0,,100.0,PSP,Sports,7.028224090212551
Mega Man Star Force Dragon / Leo / Pegasus,2006.0,Capcom,0.39,0.0,0.53,0.03,0.96,100.0,,100.0,DS,Action,7.811694648940469
The Stronghold Collection,2009.0,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13,100.0,,100.0,PC,Strategy,7.105173967029776
Prince of Persia Trilogy,2010.0,Ubisoft,0.17,0.25,0.0,0.09,0.51,100.0,,100.0,PS3,Action,7.224132141365717
Puzzle de Harvest Moon,2007.0,Natsume,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,DS,Puzzle,6.727892865794213
Command & Conquer: Red Alert,1996.0,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,100.0,,100.0,PC,Strategy,9.1
Chromehounds,2006.0,Sega,0.24,0.0,0.01,0.02,0.28,100.0,,100.0,X360,Simulation,7.042346921631989
Zero Escape: Virtue's Last Reward,2012.0,Rising Star Games,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,3DS,Adventure,7.238772593386288
Saban's Power Rangers: Lightspeed Rescue,2000.0,THQ,0.29,0.06,0.0,0.0,0.36,100.0,,100.0,N64,Action,7.1560457002415445
Medal of Honor: Infiltrator,2003.0,Electronic Arts,0.11,0.04,0.0,0.0,0.15,100.0,,100.0,GBA,Shooter,6.808336947780125
Kung Fu Chaos,2003.0,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,100.0,,100.0,XB,Fighting,7.578814553710154
IL-2 Sturmovik: Cliffs of Dover,2011.0,Ubisoft,0.0,0.04,0.0,0.01,0.05,100.0,,100.0,PC,Simulation,6.987954708749979
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000.0,SquareSoft,0.0,0.0,0.54,0.0,0.54,100.0,,100.0,PS2,Sports,6.893342342492682
Frogger's Adventures: Temple of the Frog,2004.0,Konami Digital Entertainment,2.15,0.18,0.0,0.07,2.39,100.0,,100.0,GBA,Adventure,7.792808303567419
Sonic Rivals,2006.0,Sega,0.73,0.42,0.0,0.28,1.44,100.0,,100.0,PSP,Racing,7.402829186835033
Devil Kings,2005.0,Capcom,0.03,0.03,0.18,0.01,0.25,100.0,,100.0,PS2,Action,6.559283953811667
Ener-G: Gym Rockets,2008.0,Ubisoft,0.36,0.0,0.0,0.03,0.39,100.0,,100.0,DS,Sports,7.166398129233615
Racquet Sports,2010.0,Ubisoft,0.11,0.17,0.0,0.06,0.35,100.0,,100.0,PS3,Sports,7.328760541858641
Burstrick: Wake Boarding!!,2000.0,Natsume,0.15,0.1,0.0,0.02,0.27,100.0,,100.0,PS,Sports,6.641887171493281
Lernerfolg Vorschule: Capt'n Sharky,2009.0,Tivola,0.0,0.05,0.0,0.01,0.05,100.0,,100.0,DS,Misc,6.718657237323766
Ms. Pac-Man Maze Madness,2004.0,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56,100.0,,100.0,GBA,Puzzle,6.433777848744337
Ro-Kyu-Bu! Secret Photo Op,2014.0,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Adventure,7.003188441700904
Dragon Ball Z: Burst Limit,2008.0,Atari,0.22,0.34,0.18,0.12,0.86,100.0,,100.0,PS3,Fighting,7.98375286618319
Ultimate Puzzle Games: Sudoku Edition,2007.0,Telegames,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,DS,Puzzle,6.472465485500166
Sonic and the Black Knight,2009.0,Sega,0.69,0.35,0.01,0.11,1.15,100.0,,100.0,Wii,Platform,7.166846536511923
Command & Conquer Collection,2003.0,Electronic Arts,0.01,0.0,0.0,0.0,0.02,100.0,,100.0,PC,Strategy,7.02880564684439
Record of Agarest War: Marriage,2012.0,Compile Heart,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSP,Role-Playing,7.390998890125381
Togainu no Chi: True Blood,2008.0,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PS2,Adventure,6.811122499789763
BlazBlue: Calamity Trigger Portable,2010.0,PQube,0.07,0.01,0.03,0.01,0.11,100.0,,100.0,PSP,Fighting,7.209408239140655
Jurassic Park: The Game,2010.0,Unknown,0.15,0.0,0.0,0.01,0.16,100.0,,100.0,X360,Action,7.109097323258339
Sonic Heroes,2003.0,Sega,1.04,1.37,0.06,0.49,2.96,100.0,,100.0,PS2,Platform,7.06
Bomberman B-Daman,1996.0,Hudson Soft,0.0,0.0,0.17,0.0,0.17,100.0,,100.0,SNES,Shooter,6.973239648924794
JSRF: Jet Set Radio Future,2002.0,Sega,0.13,0.04,0.03,0.01,0.21,100.0,,100.0,XB,Action,7.145228409345788
ESPN College Hoops 2K5,2004.0,Sega,0.41,0.32,0.0,0.11,0.84,100.0,,100.0,PS2,Sports,8.5
F1 2000,2000.0,Electronic Arts,0.14,0.09,0.0,0.02,0.25,100.0,,100.0,PS,Racing,6.898883422707419
House M.D.,2010.0,Mindscape,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,DS,Adventure,7.193831835238827
Myth Makers: Orbs of Doom,2007.0,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,100.0,,100.0,Wii,Puzzle,6.65064670989401
NBA Ballers: Chosen One,2008.0,Midway Games,0.17,0.0,0.0,0.01,0.19,100.0,,100.0,X360,Sports,7.28980294116448
Speed Racer,1996.0,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,100.0,,100.0,PS,Racing,7.178297991207188
Sotsugyou II: Neo Generation,1995.0,Riverhillsoft,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS,Simulation,7.100513785404814
Mahou Sensei Negima!? Neo-Pactio Fight!!,2007.0,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,Wii,Fighting,7.052881369482861
LEGO Friends,2013.0,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05,100.0,,100.0,3DS,Action,6.882810263549035
Yokai Watch Busters,2015.0,Level 5,0.0,0.0,2.28,0.0,2.28,100.0,,100.0,3DS,Action,8.007753288350855
Jewel Link Chronicles: Mountains of Madness,2008.0,Avanquest,0.0,0.06,0.0,0.01,0.06,100.0,,100.0,DS,Puzzle,6.602007778498612
Ferrari Challenge Trofeo Pirelli,2008.0,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.12,100.0,,100.0,PS2,Racing,7.091894374240146
Brothers Conflict: Brilliant Blue,2013.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSP,Adventure,6.921354043958663
A.C.E.: Another Century's Episode R,2010.0,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,100.0,,100.0,PS3,Simulation,6.876933556132931
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012.0,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,100.0,,100.0,3DS,Misc,6.457774853468339
Monster Trucks Mayhem,2009.0,Zoo Games,0.39,0.0,0.0,0.02,0.41,100.0,,100.0,Wii,Racing,7.243986669579746
Invasion From Beyond,1998.0,GT Interactive,0.05,0.03,0.0,0.01,0.09,100.0,,100.0,PS,Shooter,6.834470308648245
Ferrari Challenge Trofeo Pirelli Deluxe,2009.0,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,Wii,Racing,7.308596069467024
Mushihimesama Futari Ver 1.5,2009.0,Cave,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,X360,Shooter,6.996228329278035
Conflict: Vietnam,2004.0,SCi,0.26,0.2,0.0,0.07,0.53,100.0,,100.0,PS2,Shooter,7.072842037398667
Bloody Roar,1997.0,Virgin Interactive,0.22,0.15,0.0,0.03,0.39,100.0,,100.0,PS,Fighting,7.0675223078565965
Professor Heinz Wolff's Gravity,2008.0,Deep Silver,0.04,0.12,0.0,0.02,0.17,100.0,,100.0,Wii,Puzzle,6.314359314276141
Wonder Project J: Kikai no Shonen Pino,1994.0,Enix Corporation,0.0,0.0,0.43,0.0,0.43,100.0,,100.0,SNES,Simulation,7.050019030341767
Kinect Adventures!,2010.0,Microsoft Game Studios,14.97,4.94,0.24,1.67,21.82,100.0,,100.0,X360,Misc,8.914136041692418
All-Star Baseball 2004,2003.0,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,100.0,,100.0,PS2,Sports,7.3796953436868
Scooby-Doo! Night of 100 Frights,2002.0,THQ,1.17,0.72,0.0,0.22,2.1,100.0,,100.0,PS2,Platform,7.5
Hasbro Family Game Night 3,2010.0,Electronic Arts,0.47,0.28,0.0,0.07,0.82,100.0,,100.0,Wii,Misc,6.77631982037353
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",2008.0,D3Publisher,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DS,Misc,6.693746525829615
PachiPara 3D,2011.0,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,3DS,Misc,6.573905900117969
World Soccer Winning Eleven 7,2003.0,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,100.0,,100.0,PS2,Sports,7.149470082580531
Need for Speed Underground Rivals,2005.0,Electronic Arts,0.69,0.38,0.02,0.24,1.32,100.0,,100.0,PSP,Racing,7.686922557288716
The House of the Dead,1997.0,Sega,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,SAT,Shooter,7.018366360986533
Pony Friends,2007.0,Eidos Interactive,0.0,0.05,0.0,0.01,0.05,100.0,,100.0,DS,Simulation,6.969278788484074
Barbie Super Sports,1999.0,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,100.0,,100.0,PS,Sports,6.459596886187756
E0: Enemy Zero,1996.0,Sega,0.0,0.0,0.41,0.0,0.41,100.0,,100.0,SAT,Adventure,6.763820766199683
Tom Clancy's Rainbow Six: Lockdown,2005.0,Ubisoft,0.26,0.13,0.0,0.02,0.41,100.0,,100.0,XB,Shooter,7.791754529979994
Shining Force EXA,2007.0,Sega,0.0,0.0,0.1,0.0,0.1,100.0,,100.0,PS2,Role-Playing,6.933405462665374
Freddi Fish: ABC under the sea,2008.0,Atari,0.13,0.0,0.0,0.01,0.13,100.0,,100.0,DS,Misc,6.904773641347864
Dungeon Explorer: Warriors of Ancient Arts,2007.0,Rising Star Games,0.05,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Role-Playing,7.1905657516147965
DarkStar One: Broken Alliance,2010.0,Kalypso Media,0.11,0.08,0.0,0.02,0.2,100.0,,100.0,X360,Simulation,6.88582447002306
The Flintstones: Big Trouble in Bedrock,2001.0,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,GBA,Platform,7.018285135171064
RalliSport Challenge(JP sales),2002.0,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,XB,Racing,7.395003958554874
Biker Mice From Mars,2006.0,Game Factory,0.03,0.02,0.0,0.01,0.06,100.0,,100.0,PS2,Racing,7.235880266286578
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,2005.0,Banpresto,0.0,0.0,0.59,0.0,0.59,100.0,,100.0,PS2,Strategy,6.537754392731169
Robot Alchemic Drive,2002.0,Enix Corporation,0.03,0.03,0.0,0.01,0.07,100.0,,100.0,PS2,Action,7.23754984137808
Chocobo no Fushigi Dungeon for WonderSwan,1999.0,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,100.0,,100.0,WS,Role-Playing,7.414328374425994
Pokemon Mystery Dungeon: Gates to Infinity,2012.0,Nintendo,0.44,0.3,0.47,0.06,1.27,100.0,,100.0,3DS,Role-Playing,8.403529710159102
Nintendo World Cup,1990.0,Nintendo,0.28,0.5,0.65,0.05,1.48,100.0,,100.0,NES,Sports,8.1
Conflict: Desert Storm,2002.0,Gotham Games,0.98,0.53,0.0,0.06,1.57,100.0,,100.0,PS2,Shooter,7.888308223145337
Batman: Dark Tomorrow,2003.0,Kemco,0.08,0.02,0.0,0.0,0.11,100.0,,100.0,XB,Action,7.216148900592418
Momotarou Dentetsu 15,2005.0,Hudson Soft,0.0,0.0,0.22,0.0,0.22,100.0,,100.0,PS2,Misc,6.29867494539744
Cake Mania: Main Street,2011.0,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09,100.0,,100.0,DS,Simulation,7.074120981957039
Breath of Fire IV,2000.0,Capcom,0.11,0.08,0.34,0.04,0.56,100.0,,100.0,PS,Role-Playing,7.548431665513175
San Goku Shi DS 3,2010.0,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Strategy,7.163304296319829
Go Play: Circus Star,2009.0,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,Wii,Action,6.895929217527052
Onechanbara Z2: Chaos,2014.0,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24,100.0,,100.0,PS4,Action,7.0770538782933015
Yu-Gi-Oh! 5D's Tag Force 6,2011.0,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,100.0,,100.0,PSP,Strategy,7.050505092885618
Hexen,1996.0,GT Interactive,0.15,0.04,0.0,0.0,0.19,100.0,,100.0,N64,Shooter,7.027320189336406
Hot Shots Golf: World Invitational,2011.0,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6,100.0,,100.0,PSV,Sports,7.522575049877759
Lupin the 3rd: Treasure of the Sorcerer King,2002.0,505 Games,0.02,0.02,0.25,0.01,0.29,100.0,,100.0,PS2,Adventure,7.032750107565413
Pro Yakyuu Famista DS 2010,2010.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DS,Sports,7.185062885383776
New Interpretation Stranger of Sword City,2016.0,Experience Inc.,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Role-Playing,7.080307508615424
Country Dance,2011.0,Funbox Media,0.59,0.04,0.0,0.04,0.68,100.0,,100.0,Wii,Misc,7.030354741871378
Yu-Gi-Oh! Duel Monsters,1998.0,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,100.0,,100.0,GB,Strategy,8.2
ATV Offroad Fury: Blazin' Trails,2005.0,SouthPeak Games,0.53,0.0,0.0,0.04,0.57,100.0,,100.0,PSP,Racing,7.391255776130793
Living Legends: Frozen Beauty,2014.0,Big Fish Games,0.0,0.03,0.0,0.0,0.03,100.0,,100.0,PC,Action,7.004190305421223
Hatsune Miku: Project Diva X,2016.0,Sega,0.01,0.0,0.1,0.0,0.12,100.0,,100.0,PSV,Misc,6.861113481617994
Heavy Rain,2010.0,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,100.0,,100.0,PS3,Adventure,8.298010330935629
Shining Hearts,2010.0,Sega,0.0,0.0,0.2,0.0,0.2,100.0,,100.0,PSP,Role-Playing,7.256311377100156
U-Sing  2,2010.0,Mindscape,0.0,0.08,0.0,0.01,0.09,100.0,,100.0,Wii,Misc,6.658164305405565
Super Ghouls 'n Ghosts,1991.0,Capcom,0.5,0.14,0.52,0.02,1.18,100.0,,100.0,SNES,Platform,8.1
Winter Heat,1996.0,Sega,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,SAT,Sports,7.117680512530372
MX vs. ATV Unleashed: On the Edge,2006.0,THQ,0.64,0.0,0.0,0.05,0.69,100.0,,100.0,PSP,Racing,7.384748167947798
Angry Birds: Rio,2011.0,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,100.0,,100.0,PC,Puzzle,6.555574273638716
Generation of Chaos,2005.0,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,100.0,,100.0,PSP,Role-Playing,7.272614051095144
Battle of Giants: Mutant Insects,2010.0,Ubisoft,0.09,0.15,0.0,0.03,0.27,100.0,,100.0,DS,Strategy,7.218910005102726
Monster Rancher Battle Card: Episode II,2000.0,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,100.0,,100.0,PS,Action,7.103251536662876
Hitotsu Tobashi Renai V,2015.0,Kaga Create,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Adventure,7.090374324559643
The Bible Game,2005.0,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,100.0,,100.0,PS2,Misc,6.8543412499458825
Home Run King,2002.0,Sega,0.09,0.02,0.0,0.0,0.11,100.0,,100.0,GC,Sports,7.144225964931676
Beat Sketch!,2010.0,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,PS3,Misc,6.680000963312668
Red Dead Redemption: Undead Nightmare,2010.0,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15,100.0,,100.0,PS3,Action,7.805122003000816
Sins of a Solar Empire,2008.0,Pinnacle,0.0,0.02,0.0,0.01,0.03,100.0,,100.0,PC,Strategy,7.345301696507984
Doraemon: Nobita no Uchuu Eiyuuki,2015.0,FuRyu,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,3DS,Action,6.585794203915552
Carnival Island,2011.0,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,100.0,,100.0,PS3,Misc,6.810119268491702
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,2010.0,Square Enix,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Simulation,6.881702802543202
Far Cry Instincts,2005.0,Ubisoft,0.32,0.24,0.0,0.02,0.57,100.0,,100.0,XB,Shooter,7.704057168984451
World Class Track Meet,1986.0,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,100.0,,100.0,NES,Sports,9.0
Battlebots: Design & Destroy,2003.0,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,100.0,,100.0,GBA,Action,6.724773240812736
Duel Masters: Shadow of the Code,2004.0,Atari,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Misc,6.650662784982107
Halo 3: ODST,2009.0,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,100.0,,100.0,X360,Shooter,8.901447995138032
Starry ? Sky: In Summer,2010.0,Asgard,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSP,Misc,6.759292312947297
The Chronicles of Riddick: Assault on Dark Athena,2009.0,Atari,0.16,0.1,0.0,0.03,0.29,100.0,,100.0,X360,Shooter,7.096020858730249
Supreme Commander 2,2010.0,Square Enix,0.23,0.1,0.0,0.03,0.35,100.0,,100.0,X360,Strategy,7.26807733566303
Grand Prix Legends,1997.0,Vivendi Games,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Racing,7.287798254743317
Peppa Pig: The Game,2008.0,Pinnacle,0.0,0.82,0.0,0.06,0.88,100.0,,100.0,DS,Misc,7.320023659897087
Scene It? Bright Lights! Big Screen!,2009.0,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,100.0,,100.0,Wii,Misc,6.843244671605346
Def Jam: Fight for NY,2004.0,Electronic Arts,0.86,0.67,0.0,0.22,1.76,100.0,,100.0,PS2,Fighting,7.874996424573647
Ninja Gaiden Sigma 2,2009.0,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,100.0,,100.0,PS3,Action,7.699854112757312
Sengoku Musou 3 Empires,2011.0,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,100.0,,100.0,PS3,Action,6.621748649081674
Surf's Up,2007.0,Ubisoft,0.14,0.11,0.0,0.04,0.29,100.0,,100.0,PS2,Sports,7.279564710126569
Oddworld: Munch's Oddysee,2001.0,Atari,0.54,0.16,0.0,0.03,0.73,100.0,,100.0,XB,Platform,7.856738234911967
Blinx 2: Masters of Time & Space,2004.0,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,100.0,,100.0,XB,Platform,7.240615646783794
Romancing SaGa,1992.0,SquareSoft,0.0,0.0,0.97,0.0,0.97,100.0,,100.0,SNES,Role-Playing,7.368797154722148
Star Gladiator Episode: I Final Crusade,1996.0,Virgin Interactive,0.07,0.05,0.15,0.02,0.3,100.0,,100.0,PS,Fighting,7.23909353405773
The 3rd Birthday,2010.0,Square Enix,0.13,0.07,0.27,0.05,0.51,100.0,,100.0,PSP,Role-Playing,7.9183100396340125
Pro Yaky? Spirits 2011,2011.0,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,100.0,,100.0,PSP,Sports,7.070341684269326
Cars: Race-O-Rama,2009.0,THQ,0.61,0.3,0.0,0.09,0.99,100.0,,100.0,Wii,Racing,7.60029520644976
Poy Poy,1997.0,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,100.0,,100.0,PS,Action,7.0162237402437615
Ratchet: Deadlocked,2005.0,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,100.0,,100.0,PS2,Shooter,8.9
Stranglehold,2007.0,Midway Games,0.4,0.33,0.01,0.09,0.82,100.0,,100.0,X360,Shooter,6.9724343754846405
Mystery Trackers: The Void,2011.0,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,100.0,,100.0,PC,Puzzle,6.779241166432132
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011.0,THQ,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,PS3,Adventure,6.826081932294429
NCAA Basketball Final Four 97,1997.0,Mindscape,0.08,0.05,0.0,0.01,0.14,100.0,,100.0,PS,Sports,6.491174416640793
Wario Land: Shake It!,2008.0,Nintendo,0.6,0.31,0.15,0.11,1.17,100.0,,100.0,Wii,Platform,8.284757067001943
Disney's Donald Duck Advance,2001.0,Ubisoft,0.05,0.02,0.0,0.0,0.07,100.0,,100.0,GBA,Platform,7.026079879334247
Harry Potter and the Deathly Hallows - Part 1,2010.0,Electronic Arts,0.22,0.28,0.0,0.05,0.55,100.0,,100.0,Wii,Action,7.165191104004071
Super Street Fighter IV: 3D Edition,2011.0,Capcom,0.55,0.44,0.14,0.09,1.22,100.0,,100.0,3DS,Fighting,7.942322706221688
Turbo Prop Racing,1997.0,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,100.0,,100.0,PS,Racing,6.941618257864098
Dragon Quest X: All in One Package,2015.0,Square Enix,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,WiiU,Role-Playing,7.180738029149481
Naruto Shippuden: Ultimate Ninja Storm 2,2010.0,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,100.0,,100.0,PS3,Fighting,8.0616853468861
The Sims: Livin Large,2000.0,Electronic Arts,1.67,1.18,0.0,0.13,2.99,100.0,,100.0,PC,Misc,7.748
Borderlands: Double Game Add-On Pack,2010.0,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13,100.0,,100.0,X360,Shooter,7.220650737806283
Defender,1980.0,Atari,0.99,0.05,0.0,0.01,1.05,100.0,,100.0,2600,Misc,7.029452107665749
Dreamer Series: Horse Trainer,2008.0,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Simulation,7.151404164324164
Disney's Tarzan Untamed,2001.0,Ubisoft,0.2,0.16,0.0,0.05,0.41,100.0,,100.0,PS2,Platform,7.118957141182203
Time Crisis,1997.0,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,100.0,,100.0,PS,Shooter,8.55
SSX Tricky,2001.0,Electronic Arts,0.85,0.66,0.0,0.22,1.73,100.0,,100.0,PS2,Sports,9.254
Meru Purana,1996.0,Gust,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PS,Strategy,6.843185598734299
International Superstar Soccer 64 (weekly JP sales),1997.0,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1,100.0,,100.0,N64,Sports,7.278959304654437
Bookworm Deluxe,2006.0,PopCap Games,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,PC,Puzzle,6.770063626286631
Fate/Stay Night [Réalta Nua],2007.0,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17,100.0,,100.0,PS2,Adventure,6.745308032073496
Project V6,1998.0,General Entertainment,0.0,0.0,0.13,0.01,0.14,100.0,,100.0,PS,Strategy,7.487406350646436
Deadpool,2013.0,Activision,0.23,0.17,0.0,0.08,0.47,100.0,,100.0,PS3,Action,7.2147266011384446
Looney Tunes: Space Race,2002.0,Infogrames,0.1,0.08,0.0,0.03,0.2,100.0,,100.0,PS2,Racing,6.968164175495247
Nitroplus Blasterz: Heroines Infinite Duel,2015.0,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,100.0,,100.0,PS4,Fighting,7.034046759088552
Rome: Total War - Gold Edition,2006.0,Sega,0.0,0.03,0.0,0.01,0.03,100.0,,100.0,PC,Strategy,7.09405595595055
Collar x Malice,2016.0,Idea Factory,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Action,6.792388463318685
Lumines: Puzzle Fusion,2004.0,Ubisoft,0.52,0.35,0.0,0.23,1.11,100.0,,100.0,PSP,Puzzle,6.070009682762195
Gauntlet: Dark Legacy,2001.0,Midway Games,0.56,0.44,0.0,0.15,1.15,100.0,,100.0,PS2,Action,5.265
Black * Rock Shooter: The Game,2011.0,Unknown,0.0,0.0,0.15,0.0,0.15,100.0,,100.0,PSP,Role-Playing,7.264289186453548
